resume_text,job_description,match_score,match_label,match_label_lower,resume_len,jd_len
"Venture capital analyst with 3 years of experience in deal sourcing and startup due diligence. Strong in financial modeling and market research. Skills: Venture Capital, Startup Evaluation, Financial Modeling, Due Diligence, Market Research, Excel, PowerPoint, Networking, Investment Memos, Term Sheets. Analyst, EarlyVC (2022-present): Screened 300+ startups, contributed to 8 investments, wrote IC memos. Intern, AngelNetwork (2021-2022): Assisted deal sourcing. Education: MBA Finance, IIM Kozhikode.","Investment Banking Analyst at a boutique M&A firm. Required skills: M&A advisory, financial modeling, LBO, DCF, pitch books, Bloomberg, CapIQ, deal execution, client management. Responsibilities: support M&A transactions end to end, build models, prepare CIMs and pitch decks, manage data rooms. Preferred: prior IB internship, 2+ years experience.",0.65,medium,medium,64,48
"Theater director with 16 years of experience in stage production and actor training. Widely recognized in regional theater circuits. Skills: Stage Direction, Script Writing, Actor Coaching, Production Design, Crew Management, Storytelling, Event Management, Improvisation, Audience Engagement, Creative Direction. Director, TheatreGroup (2009-present): Directed 30+ full-length productions, trained 100+ actors. Guest Faculty, DramaInstitute (2015-present): Teaches acting and directing workshops. Education: M.A. Theatre Arts, NSD Delhi.","Senior Software Engineer at a cloud platform company. Required skills: Go, distributed systems, Kubernetes, PostgreSQL, Kafka, REST APIs, AWS, system design, code review. Responsibilities: design and build core platform services, lead technical projects, mentor junior engineers, participate in on-call rotation. Preferred: 6+ years software engineering experience.",0.05,low,low,63,46
"Digital payments product manager with 6 years of experience launching and scaling payment products for fintech and banking platforms. Expert in UPI and card network integrations. Skills: Payments Product, UPI, Card Networks, Agile, SQL, API Product Management, Stakeholder Management, Roadmapping, Analytics, Compliance. PM, PayFintech (2020-present): Launched UPI AutoPay feature with 2M users in 6 months, led card tokenization project, managed PCI-DSS compliance roadmap. APM, BankTech (2018-2020): Supported digital banking product. Education: MBA Finance + Tech, IIT Delhi.","Senior Product Manager – Payments at a large e-commerce company. Required skills: payments product, UPI, card networks, API product management, Agile, SQL, analytics, compliance, stakeholder management. Responsibilities: own payments checkout experience, drive integration with new payment methods, manage regulatory requirements, collaborate with banks and networks. Preferred: PCI-DSS knowledge, prior UPI product experience.",0.94,high,high,77,52
"Sports journalist with 9 years of experience in cricket and football reporting for print and digital media. Recognized byline with strong social media presence. Skills: Sports Journalism, Cricket, Football, Reporting, Interviewing, Content Writing, Social Media, Video Scripting, Breaking News, Editing. Senior Journalist, SportsBeat (2017-present): Covered 4 ICC tournaments, 2 FIFA World Cups, 500K Twitter followers. Reporter, FieldReport (2015-2017): Covered domestic leagues. Education: PG Diploma Journalism, IIMC Delhi.","Marketing Manager at a B2B SaaS company. Required skills: digital marketing, demand generation, content marketing, HubSpot, ABM, analytics, team leadership, SEO. Responsibilities: own demand gen funnel, lead marketing team, collaborate with sales on pipeline. Preferred: B2B SaaS background.",0.11,low,low,67,38
"Backend engineer with 5 years of experience building REST APIs and microservices for e-commerce platforms. Strong in Java and cloud deployments. Skills: Java, Spring Boot, PostgreSQL, Redis, Docker, Kubernetes, AWS, Kafka, REST APIs, CI/CD. Engineer, ShopBackend (2020-present): Built order management APIs handling 20K TPS, reduced latency by 35%. Junior Engineer, CodeBase (2019-2020): Developed CRUD services and wrote unit tests. Education: B.Tech CS, NIT Surathkal.","Backend Engineer at a fast-growing e-commerce company. Required skills: Java, Spring Boot, PostgreSQL, Redis, Docker, Kubernetes, AWS, Kafka. Responsibilities: design scalable APIs, optimize database queries, manage deployments, participate in architecture reviews, write tests. Preferred: e-commerce domain experience, familiarity with event-driven systems.",0.91,high,high,64,41
"Data scientist with 4 years of experience in customer analytics and predictive modeling for retail companies. Comfortable with end-to-end ML workflows. Skills: Python, Scikit-learn, TensorFlow, SQL, Pandas, Feature Engineering, A/B Testing, Statistics, Tableau, AWS. Scientist, RetailAI (2021-present): Built churn model reducing attrition by 18%, ran 30+ experiments improving conversion. Analyst, DataHub (2020-2021): Performed reporting and segmentation. Education: M.Sc Data Science, IIT Bombay.","Data Scientist at a D2C retail analytics firm. Required skills: Python, ML, SQL, A/B testing, feature engineering, scikit-learn, statistics. Responsibilities: build predictive models, analyze customer data, design experiments, collaborate with product team. Preferred: retail domain experience, TensorFlow or PyTorch background.",0.89,high,high,62,40
"DevOps engineer with 8 years of experience in cloud infrastructure and CI/CD automation for SaaS companies. Deep expertise in Kubernetes and Terraform. Skills: AWS, Kubernetes, Docker, Terraform, Jenkins, CI/CD, Prometheus, Grafana, Linux, Python. Senior DevOps, CloudOps (2018-present): Reduced deployment time by 55%, built full observability stack, managed 200-node Kubernetes cluster. Engineer, InfraWorks (2016-2018): Automated provisioning with Terraform. Education: B.Tech IT, NIT Calicut.","Senior DevOps Engineer at a SaaS company. Required skills: AWS, Kubernetes, Docker, Terraform, CI/CD, Prometheus, Grafana, Python. Responsibilities: automate deployments, manage cloud infrastructure, build monitoring systems, ensure high availability. Preferred: Kubernetes operator experience, security automation background.",0.93,high,high,62,36
"Product manager with 7 years of experience in B2B SaaS and enterprise software. Expert in roadmapping and cross-functional alignment. Skills: Product Strategy, Agile, Roadmapping, SQL, Analytics, User Research, Stakeholder Management, OKRs, Figma, JIRA. PM, EnterpriseSaaS (2019-present): Launched 5 enterprise features increasing ARR by $3M, managed 15-person squad. APM, TechSuite (2017-2019): Managed backlog and wrote PRDs. Education: MBA, IIM Ahmedabad.","Senior Product Manager at an enterprise SaaS company. Required skills: product strategy, agile, analytics, SQL, stakeholder management, roadmapping, OKRs. Responsibilities: define product vision, align cross-functional teams, analyze data, drive feature delivery, present to executives. Preferred: B2B SaaS experience, prior enterprise product background.",0.9,high,high,59,42
"Full stack developer with 6 years of experience building web applications for fintech startups. Proficient in React and Node.js with strong testing discipline. Skills: React, TypeScript, Node.js, PostgreSQL, Redis, Docker, AWS, GraphQL, Jest, CI/CD. Senior Dev, FintechBuild (2020-present): Built loan origination portal with 30K active users, improved test coverage from 20% to 85%. Developer, WebStack (2018-2020): Built REST APIs and React dashboards. Education: B.Tech CS, BITS Goa.","Senior Full-Stack Engineer at a fintech startup. Required skills: React, TypeScript, Node.js, PostgreSQL, Redis, Docker, AWS, GraphQL, CI/CD. Responsibilities: build full-stack product features, own backend services, write tests, participate in architecture decisions. Preferred: fintech domain experience, experience with GraphQL subscriptions.",0.92,high,high,67,40
"UX designer with 6 years of experience designing consumer mobile apps in healthcare and fitness. Deep expertise in user research and design systems. Skills: Figma, User Research, Prototyping, Usability Testing, Design Systems, Mobile Design, Interaction Design, Sketch, Accessibility, Information Architecture. Designer, FitApp (2020-present): Redesigned onboarding increasing activation by 40%, built design system with 200+ components. Junior Designer, HealthUX (2018-2020): Designed screens and ran user interviews. Education: B.Des Interaction Design, NID.","Senior Product Designer at a consumer health startup. Required skills: Figma, user research, prototyping, design systems, mobile design, usability testing, interaction design, accessibility. Responsibilities: own end-to-end design, maintain design system, collaborate with product and engineering, conduct research. Preferred: healthcare or wellness app background.",0.92,medium,medium,70,43
"Cybersecurity analyst with 7 years of experience in threat detection and incident response for financial institutions. Certified CEH with deep SIEM expertise. Skills: SIEM, Splunk, Python, Network Security, Incident Response, Vulnerability Assessment, NIST, ISO 27001, IDS/IPS, Firewall Management. Analyst, SecureFinance (2019-present): Cut MTTD by 65%, built 300+ Splunk detection rules, led ISO 27001 audit. Junior Analyst, CyberShield (2017-2019): Monitored security events. Education: B.Tech ECE, VIT Chennai.","Senior Cybersecurity Analyst at a banking institution. Required skills: SIEM, Splunk, Python, incident response, network security, vulnerability assessment, NIST, ISO 27001. Responsibilities: monitor threats, respond to incidents, build detection rules, audit infrastructure, ensure compliance. Preferred: financial sector experience, CEH or CISSP.",0.91,high,high,66,41
